,size,treatment,animal,dimension,Embedding
1586,-9.083273078882412,LES,S0,53,6-Dimensional
1587,-9.072916766583148,LES,S0,54,6-Dimensional
1588,-11.532238767989774,LES,S0,55,6-Dimensional
1589,-8.999765777708754,LES,S0,56,6-Dimensional
1590,-10.441299707377349,LES,S0,57,6-Dimensional
1591,-10.81071464815422,LES,S0,58,6-Dimensional
1592,-10.776786713633921,LES,S0,59,6-Dimensional
1593,1.996034929304097,SHM,33,1,body
1594,1.0939822468997986,SHM,33,2,body
1595,0.38448680422672743,SHM,33,3,body
1596,0.1250459696463574,SHM,33,4,body
1597,0.08699058650269945,SHM,33,5,body
1598,-0.3338956580399101,SHM,33,6,body
1599,-0.7205651380952646,SHM,33,7,body
1600,-2.079235574830433,SHM,33,8,body
1601,-2.385404060912609,SHM,33,9,body
1602,-3.2560084341942006,SHM,33,10,body
1603,-4.266480113503111,SHM,33,11,body
1604,-4.962671634348935,SHM,33,12,body
1605,-5.861187184776662,SHM,33,13,body
1606,-6.046562104380882,SHM,33,14,body
1607,-6.206812620157848,SHM,33,15,body
1608,-6.262843339896331,SHM,33,16,body
1609,-6.389637581139853,SHM,33,17,body
1610,-6.772150391246128,SHM,33,18,body
1611,-6.561270411325567,SHM,33,19,body
1612,-7.2106329175531165,SHM,33,20,body
1613,-7.217383550612571,SHM,33,21,body
1614,-7.609973549241066,SHM,33,22,body
1615,-8.262735137324723,SHM,33,23,body
1616,-7.923688979050097,SHM,33,24,body
1617,-8.877173040034915,SHM,33,25,body
1618,-8.79487109210705,SHM,33,26,body
1619,-8.713870985510539,SHM,33,27,body
1620,-9.161680024209234,SHM,33,28,body
1621,-8.995939038981094,SHM,33,29,body
1622,-8.61824787798093,SHM,33,30,body
1623,-9.373078168160799,SHM,33,31,body
1624,-9.338817465858002,SHM,33,32,body
1625,-8.56752875599378,SHM,33,33,body
1626,-9.76950747528667,SHM,33,34,body
1627,-9.462902093325438,SHM,33,35,body
1628,-9.078997899192562,SHM,33,36,body
1629,-9.527803096702485,SHM,33,37,body
1630,-9.61097164562089,SHM,33,38,body
1631,-9.828702748794603,SHM,33,39,body
1632,-10.132579602069443,SHM,33,40,body
1633,-10.143166097033125,SHM,33,41,body
1634,-10.26472711870667,SHM,33,42,body
1635,-10.262486261297456,SHM,33,43,body
1636,-10.351634822139514,SHM,33,44,body
1637,-10.293777019462324,SHM,33,45,body
1638,-10.093736339401563,SHM,33,46,body
1639,-10.132190376580844,SHM,33,47,body
1640,-10.500345218581066,SHM,33,48,body
1641,-10.615568602064705,SHM,33,49,body
1642,-10.059015227614154,SHM,33,50,body
1643,-10.440519485067988,SHM,33,51,body
1644,-9.997662499447227,SHM,33,52,body
1645,-10.74732965225018,SHM,33,53,body
1646,-10.849576983258997,SHM,33,54,body
1647,-10.16411759752594,SHM,33,55,body
1648,-10.259152708941778,SHM,33,56,body
1649,-10.031625945710495,SHM,33,57,body
1650,-10.913843738749971,SHM,33,58,body
1651,-10.876980426464057,SHM,33,59,body
1652,0.8173332156437266,SHM,33,1,head
1653,-0.822314240863019,SHM,33,2,head
1654,-2.27162393465312,SHM,33,3,head
1655,-2.5035257189650535,SHM,33,4,head
1656,-3.0483788353268375,SHM,33,5,head
1657,-2.9090790247306355,SHM,33,6,head
1658,-2.5317277342746123,SHM,33,7,head
1659,-2.6887037942574064,SHM,33,8,head
1660,-3.172315631642848,SHM,33,9,head
1661,-3.5017045426540094,SHM,33,10,head
1662,-3.9273947514932583,SHM,33,11,head
1663,-4.376130912583795,SHM,33,12,head
1664,-4.803661207050946,SHM,33,13,head
1665,-5.179122935132472,SHM,33,14,head
1666,-5.468712451261719,SHM,33,15,head
1667,-5.924519394469567,SHM,33,16,head
1668,-6.3593927098923935,SHM,33,17,head
1669,-6.6840870682409586,SHM,33,18,head
1670,-7.011422916159368,SHM,33,19,head
1671,-6.8274709446014645,SHM,33,20,head
1672,-6.775211879674328,SHM,33,21,head
1673,-7.23556512920135,SHM,33,22,head
1674,-6.98963034546055,SHM,33,23,head
1675,-6.912913737452954,SHM,33,24,head
1676,-7.244248933898809,SHM,33,25,head
1677,-7.329069393339512,SHM,33,26,head
1678,-7.313898417773243,SHM,33,27,head
1679,-7.299374192086401,SHM,33,28,head
1680,-7.35101103451596,SHM,33,29,head
1681,-7.495898189937173,SHM,33,30,head
1682,-7.669106117197472,SHM,33,31,head
1683,-7.857303042895369,SHM,33,32,head
1684,-8.041572353720039,SHM,33,33,head
1685,-8.108006925996442,SHM,33,34,head
1686,-8.148116008600892,SHM,33,35,head
1687,-8.146195126967203,SHM,33,36,head
1688,-8.136702364889288,SHM,33,37,head
1689,-8.257322816044828,SHM,33,38,head
1690,-8.25315610406374,SHM,33,39,head
1691,-8.222228821762075,SHM,33,40,head
1692,-8.21875002984689,SHM,33,41,head
1693,-8.202855533611265,SHM,33,42,head
1694,-8.254629030573629,SHM,33,43,head
1695,-8.269148866746736,SHM,33,44,head
1696,-8.29373115074467,SHM,33,45,head
1697,-8.350561011934763,SHM,33,46,head
1698,-8.399043168096716,SHM,33,47,head
1699,-8.442852035020021,SHM,33,48,head
1700,-8.470501963622697,SHM,33,49,head
1701,-8.508747645261222,SHM,33,50,head
1702,-8.518187452336644,SHM,33,51,head
1703,-8.51220327593352,SHM,33,52,head
1704,-8.530267591260845,SHM,33,53,head
1705,-8.526352265431514,SHM,33,54,head
1706,-8.5196536716068,SHM,33,55,head
1707,-8.542342297282564,SHM,33,56,head
1708,-8.548172432077735,SHM,33,57,head
1709,-8.570817885263278,SHM,33,58,head
1710,-8.653741438619184,SHM,33,59,head
1711,4.440367735645332,SHM,33,1,6-Dimensional
1712,3.2851241163362648,SHM,33,2,6-Dimensional
1713,2.4990947268374715,SHM,33,3,6-Dimensional
1714,2.8570318431952884,SHM,33,4,6-Dimensional
1715,-0.24368279560461745,SHM,33,5,6-Dimensional
1716,0.001320077665858235,SHM,33,6,6-Dimensional
1717,1.5890550632889262,SHM,33,7,6-Dimensional
1718,-0.04838066842731352,SHM,33,8,6-Dimensional
1719,0.5514988341036338,SHM,33,9,6-Dimensional
1720,-0.43493397277259366,SHM,33,10,6-Dimensional
1721,-2.9156775229225063,SHM,33,11,6-Dimensional
1722,-1.9222359445717565,SHM,33,12,6-Dimensional
1723,-2.7510452775428997,SHM,33,13,6-Dimensional
1724,-1.2448063726977752,SHM,33,14,6-Dimensional
1725,-2.7776219619307314,SHM,33,15,6-Dimensional
1726,-2.082571114138471,SHM,33,16,6-Dimensional
1727,-3.529875195098306,SHM,33,17,6-Dimensional
1728,-4.5825875444050626,SHM,33,18,6-Dimensional
1729,-4.72302212837964,SHM,33,19,6-Dimensional
1730,-4.8922289977827145,SHM,33,20,6-Dimensional
1731,-5.042308455734036,SHM,33,21,6-Dimensional
1732,-5.295559271299987,SHM,33,22,6-Dimensional
1733,-5.804954765858572,SHM,33,23,6-Dimensional
1734,-7.218093026101017,SHM,33,24,6-Dimensional
1735,-7.291326636604655,SHM,33,25,6-Dimensional
1736,-6.89512213362362,SHM,33,26,6-Dimensional
1737,-8.065048825189328,SHM,33,27,6-Dimensional
1738,-6.877427494163262,SHM,33,28,6-Dimensional
1739,-7.648326575607896,SHM,33,29,6-Dimensional
1740,-7.520108761801462,SHM,33,30,6-Dimensional
1741,-7.183875946011583,SHM,33,31,6-Dimensional
1742,-8.120918433636842,SHM,33,32,6-Dimensional
1743,-8.645984512015447,SHM,33,33,6-Dimensional
1744,-8.195565444571459,SHM,33,34,6-Dimensional
1745,-8.03977424552339,SHM,33,35,6-Dimensional
1746,-8.902259336375637,SHM,33,36,6-Dimensional
1747,-9.021313011959034,SHM,33,37,6-Dimensional
1748,-9.494553233495514,SHM,33,38,6-Dimensional
1749,-9.36604600110151,SHM,33,39,6-Dimensional
1750,-9.086052259400967,SHM,33,40,6-Dimensional
1751,-8.229788724788957,SHM,33,41,6-Dimensional
1752,-9.713566952335581,SHM,33,42,6-Dimensional
1753,-9.238604439371649,SHM,33,43,6-Dimensional
1754,-9.320119668143237,SHM,33,44,6-Dimensional
1755,-9.729368342657994,SHM,33,45,6-Dimensional
1756,-10.404221113115545,SHM,33,46,6-Dimensional
1757,-9.927798421054275,SHM,33,47,6-Dimensional
1758,-10.161722955159256,SHM,33,48,6-Dimensional
1759,-10.053414651048461,SHM,33,49,6-Dimensional
1760,-10.254015773131895,SHM,33,50,6-Dimensional
1761,-10.207264190339261,SHM,33,51,6-Dimensional
1762,-10.391130041330793,SHM,33,52,6-Dimensional
1763,-10.519288516682666,SHM,33,53,6-Dimensional
1764,-10.429131915912157,SHM,33,54,6-Dimensional
1765,-10.538841432221318,SHM,33,55,6-Dimensional
1766,-10.447478730744374,SHM,33,56,6-Dimensional
1767,-10.388649091572242,SHM,33,57,6-Dimensional
1768,-10.896697176232774,SHM,33,58,6-Dimensional
1769,-11.654962799732683,SHM,33,59,6-Dimensional
1770,2.6786079093546498,LES,08,1,body
1771,0.3776057093190194,LES,08,2,body
1772,-0.5688632065126789,LES,08,3,body
1773,-1.0638284989532159,LES,08,4,body
1774,-1.6055759073667981,LES,08,5,body
1775,-2.107601836311049,LES,08,6,body
1776,-2.779738376540025,LES,08,7,body
1777,-3.6375205046607704,LES,08,8,body
1778,-3.929119149379091,LES,08,9,body
1779,-4.558172820508207,LES,08,10,body
1780,-5.805015681463586,LES,08,11,body
1781,-6.89101223059143,LES,08,12,body
1782,-8.613831403734066,LES,08,13,body
1783,-9.488034152476542,LES,08,14,body
1784,-9.065822545358715,LES,08,15,body
1785,-9.403385248145213,LES,08,16,body
1786,-10.232060884107726,LES,08,17,body
1787,-11.022558154282875,LES,08,18,body
1788,-10.29849325992147,LES,08,19,body
1789,-10.924437374663555,LES,08,20,body
1790,-12.516395242368825,LES,08,21,body
1791,-11.945692882169629,LES,08,22,body
1792,-13.120983553548756,LES,08,23,body
1793,-12.296175297732814,LES,08,24,body
1794,-13.446509549900982,LES,08,25,body
1795,-13.222940497124693,LES,08,26,body
1796,-12.988852569501974,LES,08,27,body
1797,-14.111206543047524,LES,08,28,body
1798,-14.492757184362116,LES,08,29,body
1799,-14.497262801140092,LES,08,30,body
1800,-14.138359574085618,LES,08,31,body
1801,-14.852948662807256,LES,08,32,body
1802,-14.448317081978468,LES,08,33,body
1803,-16.400780643191283,LES,08,34,body
1804,-14.4424046710605,LES,08,35,body
1805,-14.275589576137792,LES,08,36,body
1806,-15.069947066152153,LES,08,37,body
1807,-14.506066290958499,LES,08,38,body
1808,-16.01184764604708,LES,08,39,body
1809,-16.185134576434358,LES,08,40,body
1810,-14.748374683758653,LES,08,41,body
1811,-14.785161750697393,LES,08,42,body
1812,-16.040897935914373,LES,08,43,body
1813,-15.030498841394081,LES,08,44,body
1814,-14.790818363588201,LES,08,45,body
1815,-16.252778254580576,LES,08,46,body
1816,-15.954306815961974,LES,08,47,body
1817,-15.41329560369508,LES,08,48,body
1818,-18.29082249145928,LES,08,49,body
1819,-16.25589725371116,LES,08,50,body
1820,-17.772832904400076,LES,08,51,body
1821,-16.85821243076026,LES,08,52,body
1822,-16.949458783934578,LES,08,53,body
1823,-17.457952343803704,LES,08,54,body
1824,-17.05400082519136,LES,08,55,body
1825,-15.99533525298225,LES,08,56,body
1826,-15.599861820016802,LES,08,57,body
1827,-15.960901250679147,LES,08,58,body
1828,-18.314941442820665,LES,08,59,body
1829,0.6831536463091085,LES,08,1,head
1830,-0.6947894041494231,LES,08,2,head
1831,-1.0853680821751905,LES,08,3,head
1832,-3.1134798841350353,LES,08,4,head
1833,-3.9469602038727207,LES,08,5,head
1834,-4.216905466334759,LES,08,6,head
1835,-4.304629401531788,LES,08,7,head
1836,-5.020144007531698,LES,08,8,head
1837,-5.4229606051590835,LES,08,9,head
1838,-6.057900153273976,LES,08,10,head
1839,-7.094281123572222,LES,08,11,head
1840,-7.897305859687674,LES,08,12,head
1841,-8.908851508972297,LES,08,13,head
1842,-8.332262661974339,LES,08,14,head
1843,-8.340636039614434,LES,08,15,head
1844,-9.340126579657257,LES,08,16,head
1845,-9.433401008168097,LES,08,17,head
1846,-9.882850105335297,LES,08,18,head
1847,-10.716382794582623,LES,08,19,head
1848,-11.237244389606316,LES,08,20,head
1849,-11.977014192235782,LES,08,21,head
1850,-10.911567007323432,LES,08,22,head
1851,-11.079400152221938,LES,08,23,head
1852,-10.560413244481524,LES,08,24,head
1853,-12.003496501927605,LES,08,25,head
1854,-13.48336538808375,LES,08,26,head
1855,-12.873218361720301,LES,08,27,head
1856,-12.61897901587472,LES,08,28,head
1857,-11.732116601405895,LES,08,29,head
1858,-11.70563524438795,LES,08,30,head
1859,-13.328180239658792,LES,08,31,head
1860,-13.488520924443336,LES,08,32,head
1861,-14.001580482923048,LES,08,33,head
1862,-13.101083731317114,LES,08,34,head
1863,-13.535046192867549,LES,08,35,head
1864,-13.97299681779527,LES,08,36,head
1865,-13.211684676783312,LES,08,37,head
1866,-12.908915544187437,LES,08,38,head
1867,-13.55055190107931,LES,08,39,head
1868,-13.816774005825673,LES,08,40,head
1869,-12.022555723222537,LES,08,41,head
1870,-13.626778494695344,LES,08,42,head
1871,-13.655751800719273,LES,08,43,head
1872,-13.820209159117852,LES,08,44,head
1873,-13.802186329469352,LES,08,45,head
1874,-13.90326327532544,LES,08,46,head
1875,-13.016614631084071,LES,08,47,head
1876,-13.49008996424411,LES,08,48,head
1877,-13.014492713466558,LES,08,49,head
1878,-14.606744106260594,LES,08,50,head
1879,-15.088689869782362,LES,08,51,head
1880,-13.188309590381913,LES,08,52,head
1881,-13.361824741901096,LES,08,53,head
1882,-15.167729172216339,LES,08,54,head
1883,-15.229026875488394,LES,08,55,head
1884,-15.377351078478473,LES,08,56,head
1885,-15.311821255223812,LES,08,57,head
1886,-13.53720526730562,LES,08,58,head
1887,-15.696745987067304,LES,08,59,head
1888,6.542201794060943,LES,08,1,6-Dimensional
1889,5.44652434104351,LES,08,2,6-Dimensional
1890,4.43997377904654,LES,08,3,6-Dimensional
1891,3.1553484957275066,LES,08,4,6-Dimensional
1892,0.9876995436310135,LES,08,5,6-Dimensional
1893,0.5549101710646749,LES,08,6,6-Dimensional
1894,-0.5285014267411593,LES,08,7,6-Dimensional
1895,-0.3753757060421559,LES,08,8,6-Dimensional
1896,-3.2361685174728367,LES,08,9,6-Dimensional
1897,-3.512716818691237,LES,08,10,6-Dimensional
1898,-1.1380702851548852,LES,08,11,6-Dimensional
1899,-3.0842785079347017,LES,08,12,6-Dimensional
1900,-4.722988355943777,LES,08,13,6-Dimensional
1901,-4.577479343429461,LES,08,14,6-Dimensional
1902,-3.9990806682991,LES,08,15,6-Dimensional
1903,-5.670050388270393,LES,08,16,6-Dimensional
1904,-5.912969183460437,LES,08,17,6-Dimensional
1905,-6.108108827846011,LES,08,18,6-Dimensional
1906,-7.220146188585072,LES,08,19,6-Dimensional
1907,-8.14033344381026,LES,08,20,6-Dimensional
1908,-7.331962774968224,LES,08,21,6-Dimensional
1909,-6.6470957571691285,LES,08,22,6-Dimensional
1910,-9.509189514815166,LES,08,23,6-Dimensional
1911,-9.213647587651982,LES,08,24,6-Dimensional
1912,-9.790704716214403,LES,08,25,6-Dimensional
1913,-9.236061237525755,LES,08,26,6-Dimensional
1914,-10.826804968334207,LES,08,27,6-Dimensional
1915,-9.586237576339352,LES,08,28,6-Dimensional
1916,-9.755073308807749,LES,08,29,6-Dimensional
1917,-10.785059064678713,LES,08,30,6-Dimensional
1918,-12.53381534986226,LES,08,31,6-Dimensional
1919,-11.691164233483276,LES,08,32,6-Dimensional
1920,-11.614992090182161,LES,08,33,6-Dimensional
1921,-12.03292060565151,LES,08,34,6-Dimensional
1922,-12.295698831956077,LES,08,35,6-Dimensional
1923,-10.337275091828356,LES,08,36,6-Dimensional
1924,-13.269817352316243,LES,08,37,6-Dimensional
1925,-11.948636326641697,LES,08,38,6-Dimensional
1926,-11.121205078066627,LES,08,39,6-Dimensional
1927,-10.788750670668058,LES,08,40,6-Dimensional
1928,-13.203396550060484,LES,08,41,6-Dimensional
1929,-11.778238651783324,LES,08,42,6-Dimensional
1930,-13.638871590059324,LES,08,43,6-Dimensional
1931,-13.98681551143301,LES,08,44,6-Dimensional
1932,-13.036243027147982,LES,08,45,6-Dimensional
1933,-14.350181106115565,LES,08,46,6-Dimensional
1934,-11.916141075220063,LES,08,47,6-Dimensional
1935,-13.753724510659337,LES,08,48,6-Dimensional
1936,-12.477782732462314,LES,08,49,6-Dimensional
1937,-15.532134614387235,LES,08,50,6-Dimensional
1938,-13.727863509966944,LES,08,51,6-Dimensional
1939,-12.924400382329337,LES,08,52,6-Dimensional
1940,-12.339779853558694,LES,08,53,6-Dimensional
1941,-12.155658308738857,LES,08,54,6-Dimensional
1942,-13.122155155019122,LES,08,55,6-Dimensional
1943,-13.156245784812521,LES,08,56,6-Dimensional
1944,-13.961877196979287,LES,08,57,6-Dimensional
1945,-14.86543509905131,LES,08,58,6-Dimensional
1946,-14.144146085135954,LES,08,59,6-Dimensional
1947,1.7342927712082958,LES,S0,1,body
1948,1.1147038891599834,LES,S0,2,body
1949,-0.5874339023333551,LES,S0,3,body
1950,-1.1150176823798308,LES,S0,4,body
1951,-0.6475284784095701,LES,S0,5,body
1952,-1.0896803780563669,LES,S0,6,body
1953,-1.4723621517702123,LES,S0,7,body
1954,-2.1763686181710162,LES,S0,8,body
1955,-3.1630776749257583,LES,S0,9,body
1956,-4.565355816425744,LES,S0,10,body
1957,-5.460989321245473,LES,S0,11,body
1958,-5.22298912625773,LES,S0,12,body
1959,-6.694096841012354,LES,S0,13,body
1960,-7.453207860174746,LES,S0,14,body
1961,-7.973228754014591,LES,S0,15,body
1962,-8.796730847778408,LES,S0,16,body
1963,-10.79820256395056,LES,S0,17,body
1964,-11.983980200708393,LES,S0,18,body
1965,-8.786380750041745,LES,S0,19,body
1966,-10.86532264263794,LES,S0,20,body
1967,-10.47525666354582,LES,S0,21,body
1968,-11.919844439079217,LES,S0,22,body
1969,-12.129034798847012,LES,S0,23,body
1970,-12.128787017098496,LES,S0,24,body
1971,-13.222038251793572,LES,S0,25,body
1972,-11.106708887262903,LES,S0,26,body
1973,-13.155406928819824,LES,S0,27,body
1974,-13.38032023533632,LES,S0,28,body
1975,-11.977802753166,LES,S0,29,body
1976,-11.610909332032158,LES,S0,30,body
1977,-12.159066326892924,LES,S0,31,body
1978,-14.638013489612439,LES,S0,32,body
1979,-11.255614462551796,LES,S0,33,body
1980,-12.97745900285586,LES,S0,34,body
1981,-13.702913224967906,LES,S0,35,body
1982,-15.187395167058488,LES,S0,36,body
1983,-12.729877869031236,LES,S0,37,body
1984,-14.432723454845156,LES,S0,38,body
1985,-13.615512193917164,LES,S0,39,body
1986,-13.299786310571609,LES,S0,40,body
1987,-15.208181710022048,LES,S0,41,body
1988,-15.074681679327716,LES,S0,42,body
1989,-13.399593864293914,LES,S0,43,body
1990,-14.53789207116018,LES,S0,44,body
1991,-15.424862481179542,LES,S0,45,body
1992,-14.810489571941106,LES,S0,46,body
1993,-14.177147804168715,LES,S0,47,body
1994,-15.910088797048179,LES,S0,48,body
1995,-15.735754195072778,LES,S0,49,body
1996,-15.5379830815463,LES,S0,50,body
1997,-16.69197024370159,LES,S0,51,body
1998,-17.520914400098576,LES,S0,52,body
1999,-15.667195513681602,LES,S0,53,body
2000,-16.694916819741596,LES,S0,54,body
2001,-16.258150382435716,LES,S0,55,body
2002,-15.904774322370487,LES,S0,56,body
2003,-16.70682096466383,LES,S0,57,body
2004,-17.960517888479842,LES,S0,58,body
2005,-17.647418348973268,LES,S0,59,body
2006,0.8797066573095377,LES,S0,1,head
2007,-0.24423432531570294,LES,S0,2,head
2008,-1.9930658512497959,LES,S0,3,head
2009,-3.317377938785595,LES,S0,4,head
2010,-4.511267397234281,LES,S0,5,head
2011,-3.8906226756563105,LES,S0,6,head
2012,-5.251072805686271,LES,S0,7,head
2013,-4.404017402159455,LES,S0,8,head
2014,-6.291190550600463,LES,S0,9,head
2015,-6.8932682040519815,LES,S0,10,head
2016,-8.426176521590511,LES,S0,11,head
2017,-9.218741586121626,LES,S0,12,head
2018,-7.899409886568236,LES,S0,13,head
2019,-9.299355873198598,LES,S0,14,head
2020,-8.70346074547959,LES,S0,15,head
2021,-9.22191153323057,LES,S0,16,head
2022,-10.391178126147379,LES,S0,17,head
2023,-11.878749126988582,LES,S0,18,head
2024,-12.159820172396248,LES,S0,19,head
2025,-11.947432832136137,LES,S0,20,head
2026,-10.932385688507981,LES,S0,21,head
2027,-11.107461732011314,LES,S0,22,head
2028,-12.094019928720888,LES,S0,23,head
2029,-12.12982528116902,LES,S0,24,head
2030,-14.631162608448857,LES,S0,25,head
2031,-14.635080531064348,LES,S0,26,head
2032,-12.634178195115233,LES,S0,27,head
2033,-13.001477106614919,LES,S0,28,head
2034,-14.392670045937251,LES,S0,29,head
2035,-14.733079629455089,LES,S0,30,head
2036,-13.135715631411031,LES,S0,31,head
2037,-13.48690279221712,LES,S0,32,head
2038,-13.34679360226857,LES,S0,33,head
2039,-13.312723261004113,LES,S0,34,head
2040,-15.040064137375898,LES,S0,35,head
2041,-14.790500117122876,LES,S0,36,head
2042,-13.752248854083092,LES,S0,37,head
2043,-12.2467325148113,LES,S0,38,head
2044,-11.72537544998095,LES,S0,39,head
2045,-15.118975200940817,LES,S0,40,head
2046,-17.144231748669046,LES,S0,41,head
2047,-11.76248516417186,LES,S0,42,head
2048,-15.189816093272213,LES,S0,43,head
2049,-13.698833982651745,LES,S0,44,head
2050,-14.953964270904253,LES,S0,45,head
2051,-15.219764561288173,LES,S0,46,head
2052,-16.23391138896976,LES,S0,47,head
2053,-17.857335331630672,LES,S0,48,head
2054,-15.762794168526698,LES,S0,49,head
2055,-14.705988870684015,LES,S0,50,head
2056,-14.571938456157351,LES,S0,51,head
2057,-17.480459995179846,LES,S0,52,head
2058,-17.166587675313366,LES,S0,53,head
2059,-18.413573044322966,LES,S0,54,head
2060,-16.801334522919923,LES,S0,55,head
2061,-16.708949909424614,LES,S0,56,head
2062,-17.42152293245198,LES,S0,57,head
2063,-17.000723237081164,LES,S0,58,head
2064,-15.739473175611481,LES,S0,59,head
2065,5.42482248242312,LES,S0,1,6-Dimensional
2066,2.559729820899853,LES,S0,2,6-Dimensional
2067,4.201867101332897,LES,S0,3,6-Dimensional
2068,2.648080876288594,LES,S0,4,6-Dimensional
2069,1.7003741691815109,LES,S0,5,6-Dimensional
2070,0.5132070557838657,LES,S0,6,6-Dimensional
2071,-0.47234368939097243,LES,S0,7,6-Dimensional
2072,-0.7695991007878731,LES,S0,8,6-Dimensional
2073,0.4692283108524137,LES,S0,9,6-Dimensional
2074,-1.5818501098526687,LES,S0,10,6-Dimensional
2075,-2.6136614097666575,LES,S0,11,6-Dimensional
2076,-3.050403024209316,LES,S0,12,6-Dimensional
2077,-3.436753182990317,LES,S0,13,6-Dimensional
2078,-2.575323574440083,LES,S0,14,6-Dimensional
2079,-1.9256319280007512,LES,S0,15,6-Dimensional
2080,-4.197161050679726,LES,S0,16,6-Dimensional
2081,-4.987215813619329,LES,S0,17,6-Dimensional
2082,-4.518183409399549,LES,S0,18,6-Dimensional
2083,-6.118261121894871,LES,S0,19,6-Dimensional
2084,-4.833769437140117,LES,S0,20,6-Dimensional
2085,-4.358279621005546,LES,S0,21,6-Dimensional
2086,-6.537782962124305,LES,S0,22,6-Dimensional
2087,-6.5354517961356455,LES,S0,23,6-Dimensional
2088,-8.04958118575431,LES,S0,24,6-Dimensional
2089,-7.517785349695659,LES,S0,25,6-Dimensional
2090,-8.327693264355375,LES,S0,26,6-Dimensional
2091,-7.860117472072857,LES,S0,27,6-Dimensional
2092,-8.53987995643588,LES,S0,28,6-Dimensional
2093,-10.073447883805507,LES,S0,29,6-Dimensional
2094,-9.768645272074423,LES,S0,30,6-Dimensional
2095,-10.730592391279016,LES,S0,31,6-Dimensional
2096,-9.759612866462755,LES,S0,32,6-Dimensional
2097,-8.557273115767922,LES,S0,33,6-Dimensional
2098,-11.221075280425966,LES,S0,34,6-Dimensional
2099,-10.354705317484347,LES,S0,35,6-Dimensional
2100,-12.484669541713483,LES,S0,36,6-Dimensional
2101,-10.800304186807725,LES,S0,37,6-Dimensional
2102,-11.240828724634916,LES,S0,38,6-Dimensional
2103,-12.316044362416262,LES,S0,39,6-Dimensional
2104,-11.816985929048197,LES,S0,40,6-Dimensional
2105,-10.153264457155995,LES,S0,41,6-Dimensional
2106,-10.499565866146877,LES,S0,42,6-Dimensional
2107,-13.618780970544075,LES,S0,43,6-Dimensional
2108,-12.407639099081523,LES,S0,44,6-Dimensional
2109,-11.510469606748408,LES,S0,45,6-Dimensional
2110,-13.704822899290729,LES,S0,46,6-Dimensional
2111,-14.75669154660022,LES,S0,47,6-Dimensional
2112,-10.599157532227292,LES,S0,48,6-Dimensional
2113,-14.622281120820338,LES,S0,49,6-Dimensional
2114,-11.003492336690154,LES,S0,50,6-Dimensional
2115,-10.076839367019462,LES,S0,51,6-Dimensional
2116,-12.853552621736164,LES,S0,52,6-Dimensional
2117,-14.03342032649544,LES,S0,53,6-Dimensional
2118,-13.702633645118919,LES,S0,54,6-Dimensional
2119,-15.140685825924596,LES,S0,55,6-Dimensional
2120,-15.924837795035655,LES,S0,56,6-Dimensional
2121,-15.469672170507486,LES,S0,57,6-Dimensional
2122,-14.646294435170176,LES,S0,58,6-Dimensional
2123,-13.324637216580648,LES,S0,59,6-Dimensional
2124,1.3634935554681347,LES,S0,1,body
2125,1.2194313446327396,LES,S0,2,body
2126,0.573583419134781,LES,S0,3,body
2127,-0.6313949412526549,LES,S0,4,body
2128,-1.1732373538510128,LES,S0,5,body
2129,-1.1446471742388293,LES,S0,6,body
2130,-1.5409058695249633,LES,S0,7,body
2131,-2.0461174103408393,LES,S0,8,body
2132,-3.003166735573648,LES,S0,9,body
2133,-3.818853984791804,LES,S0,10,body
2134,-4.636642245266741,LES,S0,11,body
2135,-5.663520883457155,LES,S0,12,body
2136,-7.595146820061439,LES,S0,13,body
2137,-8.352040958863535,LES,S0,14,body
2138,-7.081017953313392,LES,S0,15,body
2139,-8.669321430784153,LES,S0,16,body
2140,-8.254920762864382,LES,S0,17,body
2141,-10.379872213105587,LES,S0,18,body
2142,-10.317501109062842,LES,S0,19,body
2143,-10.566993692733647,LES,S0,20,body
2144,-11.314405769764425,LES,S0,21,body
2145,-11.072150897338757,LES,S0,22,body
2146,-11.402125234924451,LES,S0,23,body
2147,-11.71663937437024,LES,S0,24,body
2148,-12.398600769030379,LES,S0,25,body
2149,-12.464122330685438,LES,S0,26,body
2150,-12.79516980907333,LES,S0,27,body
2151,-13.383978491796489,LES,S0,28,body
2152,-12.171030078519388,LES,S0,29,body
2153,-13.318128271936295,LES,S0,30,body
2154,-15.029422984396891,LES,S0,31,body
2155,-15.390931079897104,LES,S0,32,body
2156,-13.48914610913625,LES,S0,33,body
2157,-14.009743642938616,LES,S0,34,body
2158,-13.467285202171595,LES,S0,35,body
2159,-13.69682854628586,LES,S0,36,body
2160,-14.002032014731736,LES,S0,37,body
2161,-14.479468913157984,LES,S0,38,body
2162,-14.140427544359413,LES,S0,39,body
2163,-14.261238405296512,LES,S0,40,body
2164,-15.669423821374126,LES,S0,41,body
2165,-16.86168224783359,LES,S0,42,body
2166,-16.745402426701148,LES,S0,43,body
2167,-15.717287414099186,LES,S0,44,body
2168,-16.00241769749234,LES,S0,45,body
2169,-15.76761445313381,LES,S0,46,body
2170,-16.159743051366807,LES,S0,47,body
2171,-15.847569593197656,LES,S0,48,body
2172,-16.069642228352333,LES,S0,49,body
2173,-16.868645228429482,LES,S0,50,body
2174,-16.205055580411184,LES,S0,51,body
2175,-16.84791673349801,LES,S0,52,body
2176,-15.8520491991076,LES,S0,53,body
